epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1218.15,1.10094,0.64534,1.03891,0.97798,0.96417,0.9823,0.69435,1.041,0.45926,0.96761,0.000146799,0.000146799,0.000146799
39,1249.58,1.07771,0.62337,1.037,0.97385,0.96985,0.98193,0.69357,1.05575,0.47072,0.96257,0.000146117,0.000146117,0.000146117
40,1280.96,1.06803,0.62664,1.03097,0.97345,0.96711,0.97946,0.68536,1.07554,0.47468,0.97639,0.000145436,0.000145436,0.000145436
41,1312.35,1.089,0.64458,1.03219,0.98017,0.96644,0.98407,0.69178,1.06739,0.46629,0.96775,0.000144755,0.000144755,0.000144755
42,1343.81,1.06601,0.62586,1.02384,0.97427,0.97281,0.9834,0.69781,1.04312,0.45672,0.96354,0.000144074,0.000144074,0.000144074
43,1375.01,1.03517,0.61242,1.01616,0.97391,0.97216,0.98399,0.68416,1.08514,0.46524,0.98087,0.000143393,0.000143393,0.000143393
44,1406.3,1.03189,0.61294,1.01893,0.97755,0.97127,0.98313,0.70116,1.02092,0.45429,0.95868,0.000142712,0.000142712,0.000142712
45,1437.54,1.03927,0.61764,1.02034,0.97872,0.97275,0.98404,0.69948,1.05077,0.44934,0.97057,0.000142031,0.000142031,0.000142031
46,1468.81,1.0073,0.5866,0.99969,0.97865,0.96632,0.98046,0.68068,1.07589,0.45608,0.98619,0.00014135,0.00014135,0.00014135
47,1500.17,1.01157,0.60825,1.00485,0.97498,0.96774,0.98259,0.69006,1.04385,0.4519,0.9729,0.000140668,0.000140668,0.000140668
48,1531.46,1.00169,0.57925,0.99513,0.98053,0.97016,0.98196,0.70044,1.01488,0.44056,0.96441,0.000139987,0.000139987,0.000139987
49,1562.68,0.98852,0.59099,0.99638,0.97503,0.96368,0.97961,0.69585,1.03658,0.45819,0.96738,0.000139306,0.000139306,0.000139306
50,1594.11,0.98527,0.58072,1.00118,0.98253,0.96934,0.98222,0.69317,1.04414,0.44382,0.97065,0.000138625,0.000138625,0.000138625
51,1626.07,0.99846,0.59002,0.99891,0.9826,0.9706,0.98333,0.70914,0.99024,0.43514,0.95754,0.000137944,0.000137944,0.000137944
52,1658.32,0.96956,0.5714,0.98928,0.97452,0.97143,0.98291,0.69091,1.07022,0.44743,0.97301,0.000137263,0.000137263,0.000137263
53,1690.4,0.96111,0.57473,0.9946,0.9815,0.97264,0.98419,0.69916,1.04236,0.43858,0.97141,0.000136582,0.000136582,0.000136582
54,1722.55,0.94478,0.5679,0.98591,0.97833,0.97344,0.98314,0.69976,1.02126,0.43649,0.97394,0.000135901,0.000135901,0.000135901
55,1754.59,0.94756,0.57027,0.98974,0.98427,0.97027,0.98404,0.70161,1.00943,0.42928,0.96791,0.00013522,0.00013522,0.00013522
56,1786.76,0.95806,0.56576,0.97979,0.97952,0.97216,0.98376,0.69993,1.03549,0.43044,0.96811,0.000134538,0.000134538,0.000134538
57,1818.94,0.92109,0.54049,0.97092,0.97919,0.97395,0.98551,0.69848,1.04071,0.43655,0.97033,0.000133857,0.000133857,0.000133857
58,1851.33,0.9276,0.54153,0.97009,0.98178,0.97355,0.98549,0.7004,1.02129,0.42767,0.97445,0.000133176,0.000133176,0.000133176
59,1883.66,0.90874,0.54441,0.96907,0.9769,0.97508,0.98546,0.69568,1.06154,0.43485,0.97672,0.000132495,0.000132495,0.000132495
60,1915.86,0.89852,0.53721,0.96984,0.98491,0.96985,0.98508,0.69901,1.02424,0.4274,0.97832,0.000131814,0.000131814,0.000131814
61,1948.22,0.9095,0.54304,0.97169,0.97973,0.97355,0.98597,0.70121,1.02927,0.43429,0.97335,0.000131133,0.000131133,0.000131133
62,1980.51,0.89376,0.53306,0.96421,0.98382,0.97056,0.98516,0.71088,0.99973,0.41799,0.96706,0.000130452,0.000130452,0.000130452
63,2013.1,0.90401,0.54543,0.9687,0.98237,0.96618,0.98461,0.70597,1.00175,0.42403,0.96702,0.000129771,0.000129771,0.000129771
64,2045.37,0.89474,0.53167,0.96146,0.9865,0.96815,0.98385,0.69861,1.04164,0.4264,0.97652,0.000129089,0.000129089,0.000129089
65,2077.69,0.87642,0.52258,0.95274,0.98316,0.96641,0.98321,0.7056,1.00719,0.42145,0.96907,0.000128408,0.000128408,0.000128408
66,2109.93,0.862,0.51655,0.95424,0.98671,0.96791,0.98468,0.71472,0.98191,0.42022,0.96453,0.000127727,0.000127727,0.000127727
67,2142.44,0.87811,0.52614,0.95221,0.98295,0.97467,0.98333,0.70046,1.03601,0.42503,0.97691,0.000127046,0.000127046,0.000127046
68,2174.76,0.87418,0.51739,0.95984,0.98227,0.96949,0.98148,0.69969,1.03644,0.43001,0.97654,0.000126365,0.000126365,0.000126365
69,2207,0.84495,0.5046,0.9504,0.987,0.97153,0.98527,0.69456,1.04854,0.42035,0.97896,0.000125684,0.000125684,0.000125684
70,2239.2,0.85678,0.51858,0.95252,0.9792,0.96944,0.98474,0.69844,1.02793,0.42047,0.97561,0.000125003,0.000125003,0.000125003
71,2271.51,0.85931,0.52041,0.94553,0.98352,0.97198,0.98476,0.70283,1.01842,0.41802,0.97608,0.000124322,0.000124322,0.000124322
72,2303.62,0.83362,0.49898,0.93983,0.98476,0.97168,0.98465,0.69822,1.04297,0.42479,0.98164,0.00012364,0.00012364,0.00012364
73,2335.89,0.83052,0.50336,0.93943,0.97955,0.97177,0.98306,0.69873,1.03129,0.42538,0.97988,0.000122959,0.000122959,0.000122959
74,2368.12,0.81968,0.49692,0.93684,0.98196,0.9704,0.98266,0.69647,1.02712,0.42706,0.98166,0.000122278,0.000122278,0.000122278
75,2400.53,0.81845,0.48794,0.93875,0.98081,0.9689,0.98108,0.69928,1.0262,0.42687,0.9796,0.000121597,0.000121597,0.000121597
76,2432.83,0.80079,0.4905,0.93505,0.97879,0.96951,0.98133,0.70716,1.00572,0.42506,0.97773,0.000120916,0.000120916,0.000120916
77,2465.05,0.79758,0.47934,0.92624,0.98248,0.9712,0.98287,0.70144,1.03105,0.42168,0.97934,0.000120235,0.000120235,0.000120235
78,2497.63,0.79114,0.48636,0.9328,0.98288,0.97049,0.98398,0.6994,1.04085,0.42312,0.98203,0.000119554,0.000119554,0.000119554
79,2529.81,0.79962,0.49105,0.9259,0.98161,0.97305,0.98472,0.69819,1.034,0.41565,0.98173,0.000118873,0.000118873,0.000118873
80,2562.02,0.78594,0.48291,0.92737,0.98313,0.96837,0.98385,0.69639,1.03852,0.42161,0.98731,0.000118192,0.000118192,0.000118192
81,2594.89,0.78763,0.48119,0.92971,0.98547,0.96914,0.98388,0.70822,1.01077,0.41025,0.97052,0.00011751,0.00011751,0.00011751
82,2627.83,0.77666,0.47692,0.92648,0.98356,0.96775,0.98554,0.70928,1.00967,0.41345,0.97325,0.000116829,0.000116829,0.000116829
83,2660.97,0.78514,0.47467,0.92726,0.98313,0.97261,0.98516,0.707,1.00199,0.40764,0.97935,0.000116148,0.000116148,0.000116148
84,2693.78,0.77437,0.47613,0.92513,0.97636,0.97226,0.98348,0.71042,0.99288,0.40675,0.97863,0.000115467,0.000115467,0.000115467
85,2725.91,0.76501,0.46878,0.92041,0.98442,0.96646,0.98372,0.71162,0.99653,0.41451,0.97302,0.000114786,0.000114786,0.000114786
86,2757.69,0.77063,0.46406,0.92373,0.98584,0.97267,0.98446,0.70587,1.00573,0.40622,0.97888,0.000114105,0.000114105,0.000114105
87,2789.47,0.75563,0.45715,0.91418,0.98546,0.97771,0.98556,0.71014,1.00459,0.40169,0.97274,0.000113424,0.000113424,0.000113424
88,2821.34,0.75687,0.4668,0.919,0.98307,0.97003,0.98474,0.70595,1.02182,0.40758,0.98171,0.000112743,0.000112743,0.000112743
89,2853.08,0.7598,0.44949,0.91741,0.98582,0.96961,0.98441,0.70737,0.99192,0.40777,0.97938,0.000112061,0.000112061,0.000112061
90,2885.94,0.741,0.45363,0.91127,0.9862,0.97227,0.98371,0.70459,1.01646,0.4034,0.98057,0.00011138,0.00011138,0.00011138
91,2917.93,0.73322,0.45695,0.90905,0.98492,0.96841,0.98485,0.70325,1.02973,0.40615,0.984,0.000110699,0.000110699,0.000110699
92,2950.52,0.74722,0.46542,0.92226,0.9839,0.96867,0.98401,0.70671,1.01908,0.40799,0.9819,0.000110018,0.000110018,0.000110018
93,2983.65,0.74925,0.4525,0.91684,0.98125,0.9698,0.984,0.70466,1.01807,0.41023,0.97886,0.000109337,0.000109337,0.000109337
94,3016.65,0.72366,0.44083,0.90566,0.98338,0.97317,0.98441,0.7047,1.022,0.40582,0.98581,0.000108656,0.000108656,0.000108656
95,3049.42,0.73287,0.45829,0.91064,0.98593,0.97274,0.98419,0.71579,0.97846,0.39993,0.97202,0.000107975,0.000107975,0.000107975
96,3082.42,0.71033,0.44051,0.8988,0.98325,0.97483,0.98418,0.70971,0.9945,0.40137,0.97842,0.000107294,0.000107294,0.000107294
97,3115.33,0.71356,0.44086,0.90498,0.98793,0.97428,0.98482,0.70946,1.00872,0.39516,0.97634,0.000106612,0.000106612,0.000106612
98,3148.33,0.70413,0.42928,0.90133,0.98695,0.97445,0.98335,0.70692,1.01014,0.40182,0.98214,0.000105931,0.000105931,0.000105931
99,3181.34,0.70071,0.43272,0.90171,0.9876,0.97565,0.98474,0.70541,1.00974,0.3941,0.98389,0.00010525,0.00010525,0.00010525
100,3214.26,0.70074,0.43678,0.89778,0.98624,0.97322,0.98456,0.7015,1.01221,0.39857,0.98563,0.000104569,0.000104569,0.000104569
101,3247.36,0.69676,0.42593,0.89384,0.98679,0.9739,0.9849,0.70565,1.03336,0.40217,0.99302,0.000103888,0.000103888,0.000103888
102,3279.63,0.70698,0.44083,0.90468,0.98918,0.97473,0.98377,0.71403,0.98812,0.39663,0.97599,0.000103207,0.000103207,0.000103207
103,3312.61,0.70188,0.43091,0.90285,0.98829,0.97314,0.98282,0.71183,1.00714,0.39431,0.98038,0.000102526,0.000102526,0.000102526
104,3345.6,0.68888,0.43123,0.89745,0.98764,0.97535,0.98342,0.70995,1.01312,0.39495,0.98561,0.000101845,0.000101845,0.000101845
105,3378.81,0.67355,0.42715,0.89408,0.98558,0.97514,0.98407,0.70623,1.00979,0.39985,0.98755,0.000101164,0.000101164,0.000101164
106,3411.7,0.67786,0.42369,0.88925,0.98693,0.97346,0.98475,0.71194,1.00836,0.39364,0.98586,0.000100482,0.000100482,0.000100482
107,3444.44,0.66169,0.41241,0.89032,0.98575,0.97663,0.98486,0.71299,0.9961,0.38887,0.98719,9.98013e-05,9.98013e-05,9.98013e-05
108,3477.27,0.67749,0.43227,0.89551,0.98441,0.97422,0.98595,0.71017,1.01382,0.40032,0.98564,9.91202e-05,9.91202e-05,9.91202e-05
109,3510.22,0.67417,0.41615,0.88894,0.98356,0.97407,0.9853,0.70164,1.03516,0.39866,0.99543,9.8439e-05,9.8439e-05,9.8439e-05
110,3542.93,0.66664,0.41878,0.89005,0.98325,0.9713,0.9851,0.70459,1.02896,0.39956,0.99565,9.77579e-05,9.77579e-05,9.77579e-05
111,3574.48,0.66774,0.42152,0.88727,0.98784,0.97334,0.98478,0.71442,0.99552,0.39019,0.98187,9.70768e-05,9.70768e-05,9.70768e-05
112,3607.57,0.64981,0.41905,0.88486,0.98482,0.97661,0.98609,0.71238,1.01634,0.39603,0.98765,9.63957e-05,9.63957e-05,9.63957e-05
113,3640.6,0.66235,0.41966,0.88662,0.9847,0.97554,0.98544,0.716,0.98984,0.39395,0.98162,9.57146e-05,9.57146e-05,9.57146e-05
114,3673.65,0.64082,0.40963,0.88139,0.98586,0.9739,0.9848,0.71275,0.99278,0.39703,0.98736,9.50334e-05,9.50334e-05,9.50334e-05
115,3706.62,0.64265,0.40538,0.88399,0.98484,0.97102,0.98427,0.70463,1.02555,0.39954,0.99165,9.43523e-05,9.43523e-05,9.43523e-05
116,3739.63,0.659,0.41364,0.88329,0.98752,0.97395,0.98542,0.71829,0.98323,0.38767,0.97858,9.36712e-05,9.36712e-05,9.36712e-05
117,3772.6,0.64957,0.40365,0.88243,0.98631,0.9729,0.98501,0.70811,1.01973,0.39843,0.99183,9.29901e-05,9.29901e-05,9.29901e-05
118,3805.51,0.63671,0.40135,0.8839,0.98762,0.97017,0.98492,0.71107,0.99781,0.39307,0.99025,9.2309e-05,9.2309e-05,9.2309e-05
119,3838.57,0.63363,0.39921,0.87877,0.98529,0.97377,0.98539,0.71672,0.98477,0.39484,0.98419,9.16278e-05,9.16278e-05,9.16278e-05
120,3871.51,0.62121,0.39303,0.87853,0.98841,0.96925,0.98512,0.71645,0.9997,0.39163,0.9857,9.09467e-05,9.09467e-05,9.09467e-05
121,3904.01,0.63126,0.40506,0.88419,0.98686,0.96927,0.98477,0.71365,1.00994,0.39255,0.99267,9.02656e-05,9.02656e-05,9.02656e-05
122,3936.94,0.62049,0.39836,0.87691,0.98593,0.97349,0.98579,0.71333,1.00383,0.3892,0.99307,8.95845e-05,8.95845e-05,8.95845e-05
123,3969.79,0.63229,0.40198,0.88396,0.98308,0.97327,0.98409,0.70226,1.02878,0.40064,0.99761,8.89034e-05,8.89034e-05,8.89034e-05
124,4002.7,0.62666,0.39639,0.8807,0.98362,0.97434,0.98351,0.71321,1.00292,0.39266,0.99394,8.82222e-05,8.82222e-05,8.82222e-05
125,4035.84,0.60483,0.38637,0.87247,0.98617,0.97263,0.98359,0.71236,0.99981,0.39429,0.99148,8.75411e-05,8.75411e-05,8.75411e-05
126,4068.95,0.61606,0.38518,0.87236,0.9873,0.97145,0.98328,0.71617,0.99357,0.39308,0.98889,8.686e-05,8.686e-05,8.686e-05
127,4101.93,0.61261,0.39034,0.87055,0.98463,0.97221,0.98573,0.71202,0.99798,0.39453,0.99179,8.61789e-05,8.61789e-05,8.61789e-05
128,4134.92,0.60837,0.3807,0.87266,0.98455,0.97187,0.98556,0.71381,1.00119,0.39729,0.99223,8.54978e-05,8.54978e-05,8.54978e-05
129,4167.71,0.6043,0.38312,0.87843,0.98447,0.97326,0.98638,0.71183,1.00752,0.39219,0.99263,8.48166e-05,8.48166e-05,8.48166e-05
130,4200.74,0.62239,0.40141,0.87848,0.98532,0.97162,0.9853,0.70812,1.02439,0.39196,0.99506,8.41355e-05,8.41355e-05,8.41355e-05
131,4233.54,0.60044,0.38627,0.86999,0.98753,0.9737,0.98573,0.70733,1.0117,0.38731,0.99705,8.34544e-05,8.34544e-05,8.34544e-05
132,4266.52,0.59604,0.38793,0.87137,0.9852,0.9727,0.98437,0.70394,1.02583,0.39637,0.99932,8.27733e-05,8.27733e-05,8.27733e-05
133,4299.71,0.59036,0.38265,0.86889,0.98611,0.97196,0.98455,0.70975,1.0076,0.39068,0.99049,8.20922e-05,8.20922e-05,8.20922e-05
134,4332.65,0.59036,0.3725,0.87072,0.98653,0.97133,0.98476,0.71675,0.99127,0.38838,0.98852,8.1411e-05,8.1411e-05,8.1411e-05
135,4365.8,0.58788,0.38142,0.86874,0.98729,0.97427,0.98535,0.7172,0.9855,0.38398,0.98243,8.07299e-05,8.07299e-05,8.07299e-05
136,4398.66,0.58239,0.37381,0.86818,0.98456,0.97494,0.98612,0.71237,0.99452,0.3894,0.98852,8.00488e-05,8.00488e-05,8.00488e-05
137,4431.55,0.58731,0.369,0.86763,0.98325,0.97432,0.98727,0.70783,1.02525,0.39035,0.99829,7.93677e-05,7.93677e-05,7.93677e-05
138,4464.47,0.5795,0.37158,0.86463,0.98789,0.97395,0.98724,0.71294,0.99676,0.38347,0.99558,7.86866e-05,7.86866e-05,7.86866e-05
139,4497.48,0.57617,0.37111,0.8628,0.98651,0.97221,0.98572,0.71364,0.99614,0.38659,0.99465,7.80054e-05,7.80054e-05,7.80054e-05
140,4530.56,0.57524,0.37341,0.86069,0.98788,0.9749,0.98421,0.71765,0.98222,0.38484,0.99148,7.73243e-05,7.73243e-05,7.73243e-05
141,4563.46,0.56524,0.36077,0.86496,0.98547,0.97484,0.98515,0.7116,1.00033,0.391,0.99662,7.66432e-05,7.66432e-05,7.66432e-05
142,4596.42,0.56993,0.36999,0.86453,0.98448,0.97336,0.98589,0.71433,0.99921,0.38209,0.99266,7.59621e-05,7.59621e-05,7.59621e-05
143,4629.37,0.56561,0.36266,0.86193,0.97638,0.97482,0.98552,0.71335,1.00149,0.38849,0.99242,7.5281e-05,7.5281e-05,7.5281e-05
144,4660.68,0.57247,0.36231,0.86353,0.98529,0.9706,0.98591,0.71297,1.0069,0.38583,0.997,7.45998e-05,7.45998e-05,7.45998e-05
145,4691.86,0.56459,0.36766,0.85901,0.98448,0.96897,0.98504,0.71218,0.99689,0.38279,0.99799,7.39187e-05,7.39187e-05,7.39187e-05
146,4724.48,0.55937,0.36746,0.85353,0.9874,0.97298,0.98484,0.7147,0.99508,0.38153,0.99241,7.32376e-05,7.32376e-05,7.32376e-05
147,4757.41,0.55119,0.36071,0.85764,0.98693,0.97227,0.98408,0.7158,0.99387,0.38453,0.99637,7.25565e-05,7.25565e-05,7.25565e-05
148,4790.3,0.55529,0.35865,0.85822,0.99034,0.97072,0.98456,0.70994,1.02152,0.38678,1.00289,7.18754e-05,7.18754e-05,7.18754e-05
149,4822.7,0.56514,0.36361,0.86036,0.99036,0.97256,0.98517,0.71478,1.0016,0.3818,0.99825,7.11942e-05,7.11942e-05,7.11942e-05
150,4855.67,0.5456,0.35065,0.85324,0.99011,0.97434,0.98481,0.71896,0.97994,0.37848,0.99189,7.05131e-05,7.05131e-05,7.05131e-05
151,4888.94,0.54999,0.35612,0.85504,0.98234,0.97568,0.98469,0.71575,0.98749,0.38158,0.99472,6.9832e-05,6.9832e-05,6.9832e-05
152,4922.19,0.55123,0.35704,0.86115,0.98284,0.9752,0.98532,0.71604,0.99481,0.38183,0.99371,6.91509e-05,6.91509e-05,6.91509e-05
153,4955.17,0.54709,0.35169,0.85593,0.98646,0.97347,0.98609,0.71415,0.99625,0.37982,0.99386,6.84698e-05,6.84698e-05,6.84698e-05
154,4986.65,0.54175,0.35477,0.85258,0.98612,0.97732,0.9856,0.71531,0.99493,0.37912,0.99554,6.77886e-05,6.77886e-05,6.77886e-05
155,5017.91,0.53878,0.35286,0.8537,0.98613,0.97651,0.98504,0.71317,1.00735,0.38465,1.00132,6.71075e-05,6.71075e-05,6.71075e-05
156,5049.11,0.52704,0.34384,0.84961,0.98913,0.97713,0.98545,0.71503,1.00597,0.38067,1.00166,6.64264e-05,6.64264e-05,6.64264e-05
157,5081.85,0.53065,0.34901,0.85375,0.98811,0.97225,0.98469,0.71771,1.00017,0.38422,0.99944,6.57453e-05,6.57453e-05,6.57453e-05
158,5114.89,0.52709,0.34963,0.85261,0.98753,0.97454,0.98448,0.71816,0.98604,0.37895,0.99799,6.50642e-05,6.50642e-05,6.50642e-05
159,5147.76,0.53198,0.34964,0.84942,0.9869,0.9727,0.98488,0.71689,0.99387,0.37893,1.00087,6.4383e-05,6.4383e-05,6.4383e-05
160,5179.98,0.52558,0.33844,0.85138,0.98669,0.97475,0.98516,0.71275,1.00485,0.38272,1.00247,6.37019e-05,6.37019e-05,6.37019e-05
161,5211.29,0.5253,0.34145,0.84889,0.98487,0.97129,0.98471,0.71634,0.99894,0.38275,0.99987,6.30208e-05,6.30208e-05,6.30208e-05
162,5242.62,0.5292,0.34977,0.84754,0.98548,0.97128,0.98567,0.7173,0.99582,0.38245,0.99979,6.23397e-05,6.23397e-05,6.23397e-05
163,5273.92,0.51893,0.34035,0.84754,0.98048,0.97563,0.98456,0.71574,0.99478,0.3812,0.99983,6.16586e-05,6.16586e-05,6.16586e-05
164,5305.19,0.5121,0.33634,0.84723,0.9871,0.97348,0.9857,0.7191,0.98693,0.37946,0.99511,6.09774e-05,6.09774e-05,6.09774e-05
165,5338.21,0.52103,0.33929,0.85066,0.98739,0.97194,0.98566,0.71468,0.99892,0.38125,0.99987,6.02963e-05,6.02963e-05,6.02963e-05
166,5371.17,0.51448,0.34134,0.8516,0.98575,0.97226,0.98463,0.71277,1.00882,0.38477,1.00289,5.96152e-05,5.96152e-05,5.96152e-05
167,5404.11,0.51035,0.34036,0.84591,0.98929,0.97354,0.98513,0.71952,0.99688,0.37563,1.00005,5.89341e-05,5.89341e-05,5.89341e-05
168,5436.56,0.51126,0.33757,0.84383,0.9853,0.9746,0.9848,0.71251,1.00653,0.37974,1.00209,5.8253e-05,5.8253e-05,5.8253e-05
169,5467.69,0.50703,0.34294,0.8459,0.98956,0.97405,0.9849,0.71825,0.98638,0.37952,0.99769,5.75718e-05,5.75718e-05,5.75718e-05
170,5498.85,0.51025,0.34081,0.84482,0.98844,0.97433,0.98543,0.71907,0.97803,0.37663,0.99611,5.68907e-05,5.68907e-05,5.68907e-05
171,5530.02,0.51034,0.33698,0.84469,0.98723,0.97501,0.9853,0.71567,0.99783,0.38089,1.0004,5.62096e-05,5.62096e-05,5.62096e-05
172,5563.22,0.50122,0.33271,0.84019,0.98756,0.97569,0.98561,0.71892,0.98578,0.37676,1.00004,5.55285e-05,5.55285e-05,5.55285e-05
173,5596.1,0.49119,0.32401,0.83715,0.98868,0.97456,0.98554,0.71665,0.99386,0.37782,1.00161,5.48474e-05,5.48474e-05,5.48474e-05
174,5627.76,0.49881,0.33224,0.84237,0.99096,0.97378,0.98519,0.72274,0.98325,0.37322,0.99784,5.41662e-05,5.41662e-05,5.41662e-05
175,5659.19,0.49632,0.32821,0.84028,0.9887,0.97462,0.98471,0.72307,0.97254,0.37623,0.99833,5.34851e-05,5.34851e-05,5.34851e-05
176,5690.57,0.49137,0.32405,0.83958,0.98586,0.97415,0.98466,0.72192,0.97611,0.37785,0.9998,5.2804e-05,5.2804e-05,5.2804e-05
177,5721.84,0.50246,0.33091,0.84536,0.98698,0.97488,0.98412,0.72084,0.97947,0.37655,0.99862,5.21229e-05,5.21229e-05,5.21229e-05
178,5753.34,0.48583,0.32474,0.84204,0.98494,0.9746,0.98461,0.72043,0.98732,0.37819,0.99711,5.14418e-05,5.14418e-05,5.14418e-05
